city,name,location,airconditioning,freeparking,hairdryer,heating,hostedbyabusiness,kitchen,pool,washer,wifi,roomtype,detailed_location,guests,bedrooms,beds,bathrooms,discountedprice,score,price,reviewnumber,link,air_conditioning,baby_bath,baby_monitor,babysitter_recommendations,baking_sheet,barbecue_utensils,bathtub,beach_essentials,beachfront,bed_linens,bread_maker,breakfast,building_staff,cable_,carbon_monoxide_alarm,changing_table,children,cleaning_before_checkout,coffee_maker,cooking_basics,crib,darkening_shades,dishes_and_silverware,dishwasher,dryer,elevator,essentials,ethernet_connection,extra_pillows_and_blankets,fire_extinguisher,fireplace_guards,first_aid_kit,free_parking_on_premises,free_street_parking,friendly_workspace,game_console,garden_or_backyard,gym,hair_dryer,hangers,heating.1,high_chair,host_greets_you,hot_tub,hot_water,in,indoor_fireplace,iron,keypad,kitchen.1,lake_access,laptop,lock_on_bedroom_door,lockbox,long_term_stays_allowed,luggage_dropoff_allowed,microwave,n_,outlet_covers,oven,pack_,paid_parking_off_premises,paid_parking_on_premises,patio_or_balcony,piano,pocket_wifi,pool.1,private_entrance,private_living_room,refrigerator,room,s_books_and_toys,s_dinnerware,shampoo,shower_gel,single_level_home,ski,smart_lock,smoke_alarm,stair_gates,stove,table_corner_guards,unavailable,washer.1,waterfront,wifi.1,window_guards,reviews,response_time,response_rate,languages
Cape Town,1307 Sentinel Studio ,Cape Town,0,1,0,0,0,1,1,0,1,Entire apartment,Cape Town,2.0,1,1.0,1,34.0,4.9,34,52.0,http://airbnb.com/rooms/25127424?location=Cape%20Town%2C%20West-Kaap%2C%20Zuid-Afrika&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=bfdb06e4-c14e-4a8e-b1db-6f1859780f64,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,4,1,0,1,0,"[""ErickSeptember 2019Ideally situated in Cape Town's Central Business District, this very well priced unit is a perfect platform from which to visit all the city's key sites. Sparkling clean and with absolutely everything functional in both the building and the unit. I will absolutely consider staying here again on a future visit to Cape Town!Ideally situated in Cape Town's Central Business District, this very well priced unit is a perfect platform from which to visit all the city's key sites. Sparkling clean and with a… read more**"", '**BryonyMarch 2020My boyfriend and I had a lovely time at Max and Belle’s studio. Location is perfect ', ' a short Uber drive to the beach or Waterfront and some lovely restaurants a short walk away. Max and Belle were superb hosts who answered very quickly. The bed is placed next to some glass sliding doors which receives the morning sun so it did get quite hot in the morning. We opened the doors during the night to combat this but did have a few mosquito bites. Apart from this, the studio has everything you need including a lovely balcony, kitchen amenities, couches, TV and a full bathroom. The building is very safe too. We highly recommend this place to stay.My boyfriend and I had a lovely time at Max and Belle’s studio. Location is perfect ', ' a short Uber drive to the beach or Waterfront and some lovely restaurants a short walk away. M… read more**', '**JeselleFebruary 2020The place was spectacular. It has exceeded my expectations. The apartment is sparking clean and the appliances are readily available. The host responds fast enough and is very helpful.  I would highly recommend this apartment for anyone next stay in CPT!The place was spectacular. It has exceeded my expectations. The apartment is sparking clean and the appliances are readily available. The host responds fast enough and is very help… read more**', '**ChrisFebruary 2020Great location, right in the centre of Cape Town. Very secure apartment. Clean and with great views from the balcony.**', '**KellyDecember 2019Great location and beautiful apartment, would definitely return!**', '**ShamielDecember 2019A great apartment with all the amenities needed for your stay. The location is great and the hosts are friendly. Highly recommended.**', '**']",Unknown,Unknown,"['English', ' Deutsch']"
Rio de Janeiro,Loft moderno com vista incrível!! ,Rio de Janeiro,1,0,0,0,0,1,1,0,1,Entire loft,Rio de Janeiro,3.0,1,2.0,1,40.0,4.86,40,58.0,http://airbnb.com/rooms/14067050?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=8f39b839-4291-4d07-8ecf-1cf051809805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Mexico City,"Cuarto por Reforma, a unas cuadras del Ángel. ",Ciudad de México,0,0,0,0,0,0,0,0,1,Entire apartment,Colonia Cuauhtémoc,2.0,1,1.0,1,12.0,4.53,14,19.0,http://airbnb.com/rooms/28275248?location=Mexico-Stad%2C%20Mexico&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=29af6954-6604-4b7c-977d-1af5f4959067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['BrianSeptember 2019Great value and location. Bedroom had cooking supplies but is not big. Common areas other than the bathroom are open to the air on the top level of the apartment complex.**', '**JonathanApril 2019Great price and great location. If you’re solo traveling or on a budget and want to stay among locals this place is right for you. I enjoyed the privacy and the access to the rooftop. The place is small but I do recommend if most of your time will be outdoors.**', '**ClayFebruary 2019great location: it’s close to that angel and that grand castle, connected by that large famous street.**', '**ReinaJanuary 2019Julian is all around amazing as an airbnb host, the most responsive and attentive. The place is great and the location is the best. I stayed here for a whole month this time, my second time at this place, and I loved it. I’m sure you will too.. Enjoy your stay in Mexico City at Julian’s!**', '**CaioApril 2020It doesn\'t have a private bathroom despite what the listing says. The place is dirty and I would see cockroaches whenever I left my room. It\'s not an ""Entire Place"" despite what the listing says, it\'s a room in a hostel.**', '**RosalieApril 2020Wonderful location. I stayed here for over a month and it was just what I needed for the price. Julian always answered my messages quickly and was helpful when I had questions about the area. The room is basic but the bed was comfy and I appreciated having the desk. The bathroom is shared with other air bnb guests. Shower is hot. Would stay here again.**', '**']",within an hour,100,"['English', ' Español']"
Mexico City,⭐Roma Norte Full Apartment with roof garden ,Ciudad de México,0,1,0,0,0,1,0,0,1,Entire apartment,Roma Norte,3.0,1,1.0,1.5,34.0,4.78,37,134.0,http://airbnb.com/rooms/26232072?location=Mexico-Stad%2C%20Mexico&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=3f2ec2b5-cb3b-4942-af55-d3a19647a7c1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3,0,0,1,0,"[""SaraMay 2020We had a great stay at Kevino's. He was quick to communicate and checking in was super easy. The building is very secure, with a friendly 24/7 doorman. The apartment was very clean, sunny, and modern. The bed was extremely comfortable and made me really happy. The kitchen was really well equiped with everything someone would need to cook elaborate meals. The balcony is small, but sunny and great for people watching. The roof is just one floor up if you need more outdoor space. The location is really great too, very close to restaurants, markets and pharmacies. There is a cute natural food store, The Green Corner, only two blocks away. We would highly recommend staying at Kevino's!We had a great stay at Kevino's. He was quick to communicate and checking in was super easy. The building is very secure, with a friendly 24/7 doorman. The apartment was very clean… read more**"", '**KenzieMarch 2020Great location near bars and not too far from the center. Beautiful apartment with cool rooftop space and balcony. Everyone was kind and helpful. We really enjoyed our stay!**', ""**BenMarch 2020Awesome spot in Roma Norte. Excellent beef cheek tacos just outside your door, one block from Obregon. You can't go wrong. Excellent private patio and public roof deck, too.**"", '**RebeccaMarch 2020Great location, great price, clean, comfortable, and safe! We loved staying here and would come back in the future!**', '**KatieFebruary 2020Pretty great communication! But we did need it! there were some plumbing issues and some miscommunications about us being allowed on the property for our late flight. super nice neighborhood and apartment was so so so cute.  wonderful rooftop but they threw raging loud parties there both nights we were there. great food right downstairs on the street. mind blowing tacos and burgers! great area. just be prepared for the noise and plumbing. definitely liked it though and the area! ;)Pretty great communication! But we did need it! there were some plumbing issues and some miscommunications about us being allowed on the property for our late flight. super nice ne… read more**', '**AaronFebruary 2020Perfect spot in a perfect location! Everything was incredible :)**', '**']",within an hour,100,"['English', ' Español']"
San Jose (Costa Rica),Free Breakfast~Great location~Private entrance ,San Rafael,0,1,0,0,0,0,0,0,1,Private room,San Rafael,2.0,1,1.0,1,26.0,4.9,30,70.0,http://airbnb.com/rooms/25401406?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=e0266646-5b91-42fa-bf03-71cb5280eb65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Mexico City,ESTRENA PH EN EL CORAZÓN DE REFORMA ,Ciudad de México,0,0,0,0,0,1,0,1,1,Entire apartment,Tabacalera,4.0,2,2.0,2,37.0,4.62,40,13.0,http://airbnb.com/rooms/41887085?adults=1&location=Mexico-Stad%2C%20Mexico&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=0a96b530-aa9c-40fa-9028-6ace7b48855e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""JasonApril 2020andrea was a really great host. we were coming from new york city in the winter so we weren't used to the heat so she got us a fan very quickly with a nice gift. the apartment was a very fast uber ride to downtown where we went to the cathedral and shopping which was very nice.andrea was a really great host. we were coming from new york city in the winter so we weren't used to the heat so she got us a fan very quickly with a nice gift. the apartment was… read more**"", '**FranciscoJune 2020Very clean and stylish, good location and good value**', '**AnunApril 2020The place is spacious and beautiful decorated we felt very comfy and welcomed \nThe doorman are very friendly and helpful \nThe location is great as well**', '**IsabellaFebruary 2020El departamento de Andrea es todo lo que buscaba para mi estancia en Ciudad de México: es un PH exquisitamente decorado, acogedor y placentero, bien ubicado y donde pude vivir un mes en perfectas condiciones. Andrea es una gran anfitriona, siempre me respondió de manera inmediata y buscó darme solución hasta a los más mínimos requerimientos. Sin pensarlo esta será mi mejor opción siempre que viaje a la Ciudad de México. Una de mis mejores experiencias de Airbnb sin duda.  ¡Lo súper recomiendo!**', '**Maria FernandaJune 2020El lugar esta bien increíble, muy cerca de reforma y monumento a la revolución. \n\nDormimos increíble**', '**AdrianJune 2020Es un buen lugar, la atención es excelente y la ubicación magnífica**', '**']",within a few hours,100,['Unknown']
Mexico City,★ Polanco Cozy Apt near Citibanamex ★ ,Ciudad de México,0,1,0,0,0,1,0,0,1,Entire apartment,Polanco,4.0,2,3.0,1,40.0,4.84,40,129.0,http://airbnb.com/rooms/28429519?location=Mexico-Stad%2C%20Mexico&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=f105a7d1-8f6d-4744-ba6c-d0fb25acc354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['FélixMarch 2020Amazing apartment, close from everything in the superb neighborhood of Polanco.\nGuillermo and Ana are always available if you need something.\nI really recommend this apartment, you have everything that you need.\n\nPS: The King size bed is incredible.Amazing apartment, close from everything in the superb neighborhood of Polanco.\nGuillermo and Ana are always available if you need something.\nI really recommend this apartment, you… read more**', '**PaulFebruary 2020My family and I booked this place a few days before to arriving to Mexico City. They were very communicative with us. The check', 'in instructions were very straight forward and detailed. The place was equipped with all the amenities.**', ""**AlbertoJanuary 2020The place is okay. I expected the interior to be in better condition.  The door knobs were old and I had a hard time opening and closing the locks because the key got stuck every time I needed to lock it or unlock it. The door handles at the closet doors were lose, there was rust in the bathroom, the window blinds were not the right size, to I had a bit of privacy issues there. There was noise coming out from the construction site next door. \nThere were miscommunications issues at check in, because host never told me that I had to get the garage opener from the lock box to open the garage, so I had to spend some time figuring out, until I gave up and called the host.  I WOULDN'T STAY AT THIS PLACE AGAIN.The place is okay. I expected the interior to be in better condition.  The door knobs were old and I had a hard time opening and closing the locks because the key got stuck every t… read more**"", '**EduardoDecember 2019Perfect place to stay, great location with parking (no big trucks) safe location and close to all the locations (Polanco, condesa,Reforma, etc**', '**CrysfelSeptember 2019Guillermo’s place is great! The king bed is very confortable, the apartment is huge and communication was quick. Thanks!**', ""**SamanthaJuly 2019Our stay at Guillermo and Ana's place was great. Ana was available via What'sApp consistently, and offered detailed directions to the apartment to show our uber driver from the airport. Given that the apartment complex was located on a busy street, this was very helpful. The place offers great value for money with all of the basics covered. \n\nOf note: the walk to Citibanamex is along a busy highway. If you're expecting to walk to the conference center, I would choose another place. I found uber a cheap and easy alternative.Our stay at Guillermo and Ana's place was great. Ana was available via What'sApp consistently, and offered detailed directions to the apartment to show our uber driver from the air… read more**"", '**']",within an hour,90,"['English', ' Español']"
Brussels,Nice trip nice view in Bruxelles :) ,Grimbergen,0,0,0,0,0,1,0,1,1,Private room,Grimbergen,2.0,1,1.0,1.5,36.0,4.69,40,74.0,http://airbnb.com/rooms/16943966?adults=1&location=Brussels%2C%20Belgium&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=0b504782-f033-4ea5-b261-1d8fba1943ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
San Jose (Costa Rica),"NEW Apartment, awesome views and airport proximity ",Heredia,0,1,0,0,0,1,1,0,1,Entire condominium,Heredia,4.0,2,3.0,2,50.0,4.82,54,45.0,http://airbnb.com/rooms/31518569?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=de018a47-f2ec-4f23-95af-b511fe1f69de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],within an hour,100,['Unknown']
Cairo,Practical Penthouse in the heart of New Cairo ,Awal Al Qahera Al Gadida,1,0,0,0,0,1,0,1,1,Entire apartment,Awal Al Qahera Al Gadida,5.0,2,4.0,1,70.0,5.0,76,6.0,http://airbnb.com/rooms/38842798?location=Cairo%2C%20Egypt&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=249546df-1d28-4a51-8218-3941beea880c,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,1,0,"['AmmarJanuary 2020Great place with great location**', '**MichaelMarch 2020Nice**', ""**AhmedMarch 2020Mr Bahaa's place is awesome and the best of the best,\nMr. Bahaa and his family are welcoming and loving family , you will feel at your home.\nI stayed 30 nights in Mr. Bahaa's place, it's safe, clean, comfortable, stylish, all what you need you will find in Mr Bahaa's place, my experience for the 30 nights was a magical.\nI would like to thanks Mr Bahaa and his family, and certainly I will stay again in his place in my coming trip to Egypt.\nI will recommend Mr Bahaa's place for people who are looking to have a wonderful stay in Cairo.Mr Bahaa's place is awesome and the best of the best,\nMr. Bahaa and his family are welcoming and loving family , you will feel at your home.\nI stayed 30 nights in Mr. Bahaa's place… read more**"", '**IvanaJanuary 2020Staying at Bahaa’s place was absolutely wonderful.\nBahaa and his family are loving and inviting and no words can express the gratitude I feel.\nFrom the first moment that I arrived I felt at home and there is no better feeling.\nIve never traveled and felt more safe, taken care of along with always having someone there in case of anything I needed.\nI can easily say that I considered Bahaa place a home away from home and I am extremely thankful to him and his family.\nAll together this was a magical experience and I will for certain come back along with recommend his place to everyone and anyone I can.\nBig THANK YOU to the Tolba family!Staying at Bahaa’s place was absolutely wonderful.\nBahaa and his family are loving and inviting and no words can express the gratitude I feel.\nFrom the first moment that I arrived… read more**', '**TalalOctober 2019The host canceled this reservation 6 days before arrival. This is an automated posting.**', ""**SophieDecember 2019J'ai passé un super séjour dans le logement de Bahaa. J'ai beaucoup apprécié l'accueil chaleureux et les touches d'attention qu'il m'a réservés à mon arrivée. \nToute la famille de Bahaa est d'une gentillesse, qu'on s'y attache forcément. À tous problèmes que j'ai rencontrés, j'ai trouvé de l'aide et des solutions avec eux. \nLe logement est très propre, situé au calme dans un beau quartier. On trouve tout ce dont on a besoin à proximité. J'apprécie tout particulièrement le magasin de fruits et de légumes juste à côté. Le lieu est facilement accessible par Uber et Careem. Les promenades à pieds dans les environs sont agréables. \nUn grand merci à toute la famille !!!!\nJe reviendrai sûrement pour mes prochains séjours.J'ai passé un super séjour dans le logement de Bahaa. J'ai beaucoup apprécié l'accueil chaleureux et les touches d'attention qu'il m'a réservés à mon arrivée. \nToute la famille de… read more**"", '**']",within an hour,100,['English']
